Crop,Quantity_Kg,Price_INR
Cotton,26,908
Cotton,24,835
Cotton,17,782
Cotton,35,789
Cotton,31,2355
Cotton,27,2373
Barley,18,573
Barley,18,777
Barley,33,2476
Barley,22,1987
Barley,23,1961
Barley,31,1161
Potato,26,1660
Potato,31,2138
Potato,20,2246
Potato,12,1980
Potato,35,1066
Potato,26,1917
Apple,17,1125
Apple,31,796
Apple,24,2307
Apple,17,1726
Orange,32,1911
Orange,19,1189
Orange,11,1021
Orange,11,2276
Orange,24,2211
Orange,19,1816
Grapes,25,2018
Grapes,34,1331
Grapes,19,2416
Grapes,20,589
Grapes,31,950
Grapes,19,1468
Strawberry,31,2272
Strawberry,15,2017
Strawberry,13,546
Strawberry,17,1780
Strawberry,20,1733
Strawberry,10,1941
Banana,33,2335
Banana,27,629
Banana,33,530
Banana,21,1187
Mango,24,1327
Mango,19,875
Mango,31,2326
Mango,10,1068
Pineapple,28,1996
Pineapple,27,1178
Rice,30,2284
Apple,17,2288
Corn,23,501
Potato,20,1811
Grapes,25,669
Strawberry,31,2326
Potato,15,1082
Barley,21,1911
Orange,33,889
Banana,34,569
Rice,28,1982
Soybean,23,2048
Strawberry,33,1799
Cotton,23,2258
Strawberry,31,1581
Strawberry,14,1992
Mango,13,1120
Rice,13,538
Corn,19,684
Grapes,32,1311
Apple,32,663
Potato,28,1154
Strawberry,21,668
Grapes,11,2194
Grapes,27,1256
Potato,34,1776
Soybean,33,2397
Wheat,56,6985
Wheat,65,6034
Wheat,52,5713
Wheat,61,5459
Wheat,51,6782
Wheat,57,5029
Corn,53,6432
Corn,70,6606
Corn,60,6141
Corn,54,5855
Corn,56,5860
Corn,65,6006
Rice,59,5682
Rice,65,5193
Rice,53,6067
Rice,61,6574
Rice,62,5164
Rice,70,5939
Soybean,50,5606
Soybean,62,5641
Soybean,53,5800
Soybean,64,6540
Soybean,57,6807
Soybean,60,5789
Cotton,69,6955
Cotton,67,6189
Cotton,66,6081
Cotton,51,6579
Cotton,65,5996
Cotton,67,5082
Barley,52,5638
Barley,62,5137
Barley,62,6152
Barley,62,6389
Barley,70,6656
Barley,61,6134
Potato,59,6058
Potato,59,6113
Potato,58,6782
Potato,62,5789
Potato,52,5617
Potato,61,5870
Apple,51,5189
Apple,64,6831
Apple,60,5423
Apple,59,6741
Orange,55,5441
Orange,58,5831
Orange,56,6798
Orange,59,5165
Orange,58,6539
Orange,63,6332
Grapes,50,6741
Grapes,59,6626
Grapes,54,6339
Grapes,70,6562
Grapes,61,5524
Grapes,59,5373
Strawberry,59,6971
Strawberry,62,6156
Strawberry,70,5789
Strawberry,58,6886
Strawberry,56,5452
Strawberry,58,6995
Banana,54,6970
Banana,64,6629
Banana,50,5080
Banana,51,5124
Mango,57,6366
Mango,69,6378
Mango,64,5997
Mango,54,6244
Pineapple,59,6806
Pineapple,52,5267
Rice,59,5333
Apple,64,6375
Corn,53,5025
Potato,65,6664
Grapes,59,5864
Strawberry,70,5971
Potato,55,6419
Barley,68,5269
Orange,58,6850
Banana,52,5566
Rice,55,5433
Soybean,50,5968
Strawberry,55,5027
Cotton,67,6101
Strawberry,63,5394
Strawberry,52,5411
Mango,66,6708
Rice,57,6597
Corn,56,6766
Grapes,60,5962
Apple,62,6621
Potato,68,5182
Strawberry,54,5152
Grapes,56,5362
Grapes,50,5464
Potato,70,6072
Soybean,51,5165
Apple,64,6137
Grapes,59,5178
Soybean,64,6900
Barley,63,6198
Wheat,57,6154
Strawberry,65,5714
Orange,64,5883
Grapes,64,5611
Banana,65,6620
Orange,68,6545
Corn,52,6603
Pineapple,58,5217
Wheat,63,6775
Potato,50,5952
Rice,51,6725
Orange,51,6589
Potato,52,5932
Mango,62,6425
Corn,68,6702
Orange,50,6827
Wheat,69,6793
Wheat,60,6763
Cotton,62,5888
Apple,60,5090
Mango,58,5264
Barley,65,5933
Cotton,51,6700
Pineapple,52,5490
Wheat,62,6556
Banana,57,6795
Banana,59,6990
Rice,62,6039
Pineapple,65,5574
Cotton,59,6798
Apple,65,6267
Strawberry,66,5882
Corn,52,5437
Barley,69,6875
Cotton,53,5895
Grapes,70,5437
Corn,53,6555
Barley,61,6401
Mango,57,5812
Potato,63,6675
Orange,63,6283
Orange,51,5258
Pineapple,55,6761
Corn,55,6901
Rice,52,5510
Potato,56,5037
Potato,67,6472
Cotton,59,5338
Potato,69,6875
Soybean,57,5850
Pineapple,62,5603
Rice,58,6789
Grapes,59,6176
Strawberry,55,6010
Cotton,58,6582
Wheat,58,6675
Soybean,54,5103
Strawberry,64,5469
Banana,67,6295
Barley,59,5789
Rice,57,6462
Orange,60,6458
Strawberry,61,5877
Corn,69,5946
Cotton,54,6692
Pineapple,54,5610
Wheat,53,6876
Soybean,52,5959
Mango,68,5185
Potato,51,5745
Grapes,58,5316
Banana,55,5289
Strawberry,62,6200
Apple,51,5403
Orange,54,5393
Cotton,70,5406
Pineapple,64,6206
Mango,57,6106
Barley,66,6904
Soybean,63,5459
Rice,52,5882
Potato,70,6779
Orange,62,6797
Banana,64,6045
Strawberry,59,5337
Grapes,64,6551
Wheat,56,6907
Cotton,52,5906
Pineapple,56,6017
Mango,66,6210
Apple,53,6676
Corn,69,5382
Soybean,70,5127
Barley,55,6545
Orange,58,5944
Strawberry,69,5877
Banana,60,6514
Grapes,54,6712
Potato,63,5753
Cotton,54,6010
Rice,69,5833
Apple,66,6215
Wheat,58,5615
Mango,70,5226
Pineapple,66,5786
Corn,58,6430
Soybean,65,5131
Strawberry,62,6692
Grapes,59,6504
Orange,57,6454
Barley,51,6295
Potato,67,5713
Cotton,66,5495
Banana,52,6312
Wheat,70,6965
Pineapple,56,6524
Strawberry,50,6548
Rice,65,6664
Soybean,63,5640
Mango,68,6467
Orange,65,6738
Cotton,70,6402
Barley,70,6581
Potato,59,6859
Apple,50,6291
Grapes,53,6186
Strawberry,64,5921
Corn,53,5926
Banana,68,6284
Pineapple,69,6698
Orange,69,5708
Barley,59,5611
Soybean,55,6384
Rice,62,6186
Wheat,52,6865
Mango,65,6464
Cotton,63,6544
Potato,66,5933
Apple,63,6043
Strawberry,64,5518
Orange,67,5769
Grapes,62,5849
Soybean,50,6741
Banana,66,5021
Corn,50,5602
Rice,65,6418
Barley,54,6496
Pineapple,60,6836
Strawberry,56,5718
Mango,55,6858
Barley,65,6760
Pineapple,58,5403
Strawberry,61,5165
Rice,51,6862
Banana,55,5626
Apple,70,5166
Grapes,56,5259
Orange,57,6468
Cotton,56,5128
Mango,67,6464
Soybean,62,6495
Corn,61,6944
Potato,51,5202
Barley,68,6545
Orange,58,5228
Wheat,67,5585
Strawberry,63,5241
Apple,65,6825
Pineapple,59,5334
Mango,64,6806
Cotton,54,5914
Banana,68,6548
Barley,52,5947
Grapes,68,5791
Strawberry,50,5401
Rice,65,5585
Corn,55,5180
Potato,54,5559
Orange,50,6709
Banana,68,5725
Soybean,61,5887
Apple,62,5221
Pineapple,56,5780
Strawberry,53,5531
Cotton,68,6550
Mango,67,6050
Barley,70,6868
Orange,70,6855
Potato,62,5169
Rice,68,5924
Apple,63,6550
Grapes,55,5623
Corn,59,6080
Soybean,67,6594
Pineapple,60,5865
Banana,70,5881
Strawberry,60,5335
Orange,56,6570
Mango,57,5228
Barley,58,6016
Cotton,55,5805
Potato,62,5721
Apple,51,5430
Grapes,53,6475
Strawberry,54,5440
Banana,59,5691
Soybean,62,6583
Rice,54,6175
Pineapple,50,6968
Wheat,50,6388
Corn,59,5963
Barley,65,5153
Orange,52,5374
Strawberry,50,5667
Mango,65,6739
Cotton,54,6337
Potato,50,6474
Apple,59,6786
Grapes,50,6515
Soybean,58,6910
Rice,53,6100
Banana,58,6638
Barley,54,6526
Corn,61,5548
Pineapple,54,5371
Strawberry,50,5416
Wheat,64,5428
Orange,55,6239
Cotton,68,6812
Mango,58,6628
Potato,53,6046
Apple,53,6032
Grapes,55,6652
Barley,70,5630
Strawberry,51,6522
Corn,66,5024
Soybean,69,5077
Pineapple,55,5615
Banana,66,6144
Rice,57,6758
Orange,53,6885
Wheat,68,5832
Grapes,67,5979
Barley,55,6103
Potato,66,6699
Cotton,56,6258
Banana,62,6533
Wheat,61,5996
Apple,62,6165
Grapes,61,6426
Soybean,60,5622
Rice,53,5841
Strawberry,60,6322
Corn,57,5221
Potato,60,6722
Orange,59,6106
Banana,59,5548
Barley,56,5305
Mango,56,5548
Apple,55,5608
Grapes,68,5795
Strawberry,54,5405
Wheat,53,6198
Cotton,60,6336
Soybean,69,5731
Rice,58,5164
Pineapple,60,5903
Orange,64,6029
Corn,58,6074
Potato,62,5143
Strawberry,57,5515
Banana,70,5973
Barley,58,6409
Apple,70,5305
Grapes,55,5415
Orange,54,5680
Wheat,59,6691
Corn,59,5176
Soybean,50,5066
Pineapple,62,5429
Banana,69,5857
Strawberry,51,5802
Potato,70,5616
Cotton,54,6686
Rice,56,6188
Apple,52,6249
Grapes,59,5525
Soybean,65,5551
Mango,51,6160
Orange,68,6391
Pineapple,51,6461
Corn,58,5780
Barley,60,5308
Wheat,52,6379
Banana,60,6636
Apple,63,5630
Grapes,55,5089
Soybean,68,5197
Orange,53,5772
Corn,57,5334
Potato,55,5414
Strawberry,60,5502
Mango,56,5293
Cotton,64,6319
Barley,64,6039
Apple,64,5385
Pineapple,61,5600
Orange,68,5273
Rice,53,5429
Grapes,70,6472
Banana,70,6773
Strawberry,52,6522
Wheat,52,5951
Corn,63,6021
Barley,68,6024
Orange,65,6355
Strawberry,70,6586
Mango,56,6199
Cotton,53,5373
Potato,65,6955
Apple,52,5739
Grapes,58,6971
Soybean,56,6282
Rice,69,5775
Banana,59,6597
Barley,51,5412
Corn,58,6439
Pineapple,64,5226
Strawberry,66,5784
Wheat,52,6718
Orange,63,6932
Cotton,55,6621
Mango,65,5564
Potato,55,5105
Strawberry,67,6403
Potato,56,5417
Apple,64,6829
Cotton,69,5202
Banana,65,5968
Wheat,57,6523
Orange,59,6849
Mango,67,6800
Barley,70,6029
Soybean,51,6640
Rice,63,6730
Strawberry,51,5776
Potato,53,6502
Corn,63,6111
Grapes,55,6248
Apple,56,5744
Orange,62,6690
Banana,52,6695
Soybean,60,5142
Rice,51,6251
Pineapple,56,5843
Barley,55,5009
Strawberry,66,5844
Cotton,65,6486
Mango,68,5155
Orange,54,6775
Corn,51,6136
Potato,52,5564
Strawberry,57,6833
Banana,58,6382
Wheat,51,5489
Barley,51,6679
Grapes,63,5371
Soybean,66,5131
Rice,63,5245
Pineapple,56,6093
Apple,64,6491
Grapes,64,5132
Orange,56,5374
Corn,63,6217
Strawberry,61,5477
Banana,57,5321
Barley,50,5895
Apple,51,5170
Pineapple,53,5862
Soybean,66,6589
Rice,52,5921
Orange,65,6381
Wheat,59,5447
Grapes,50,5074
Potato,65,6265
Cotton,55,5431
Strawberry,70,6065
Barley,54,6511
Pineapple,66,5509
Apple,64,6324
Rice,60,5032
Grapes,51,6591
Orange,59,6467
Banana,69,6299
Soybean,66,6148
Mango,61,6286
Corn,61,5221
Potato,65,6634
Strawberry,54,5275
Barley,54,5275
Orange,57,5742
Wheat,60,6673
Cotton,52,6626
Pineapple,58,6346
Mango,65,6298
Banana,64,5501
Rice,60,5593
Grapes,66,6774
Strawberry,69,5359
Apple,53,5373
Orange,68,5240
Potato,66,6844
Corn,67,5821
Soybean,54,5849
Wheat,69,5118
Pineapple,62,5794
Cotton,65,5481
Barley,59,5896
Mango,64,6198
Banana,54,6718
Strawberry,68,5046
Grapes,57,5880
Apple,59,5791
Orange,70,5919
Potato,64,5251
Corn,60,6729
Rice,68,5204
Wheat,50,5637
Soybean,57,5464
Pineapple,64,5586
Banana,68,5282
Barley,58,6007
Strawberry,67,6688
Orange,59,5247
Mango,60,5639
Cotton,61,5147
Potato,59,5466
Corn,62,6399
Grapes,63,5614
Apple,63,5750
Strawberry,56,6931
Rice,66,6947
Wheat,57,5504
Soybean,62,6822
Barley,58,6701
Orange,67,5070
Banana,50,5527
Corn,50,5536
Pineapple,54,5254
Strawberry,65,5509
Apple,64,6412
Grapes,64,5834
Potato,53,5423
Cotton,68,6610
Mango,59,5681
Soybean,53,6146
Rice,51,5528
Orange,59,6737
Banana,63,6042
Barley,70,6964
Pineapple,64,5260
Corn,62,5323
Strawberry,62,5022
Grapes,57,6269
Apple,57,5699
Wheat,51,5285
Soybean,68,5120
Potato,63,6906
Cotton,69,5699
Banana,69,5790
Strawberry,60,5702
Rice,52,6591
Apple,51,5404
Pineapple,55,6497
Orange,51,5082
Barley,58,5113
Potato,58,5741
Cotton,65,5055
Banana,58,6245
Wheat,53,5320
Pineapple,56,5060
Strawberry,57,5793
Rice,67,5435
Soybean,69,5155
Mango,64,6161
Orange,54,6635
Cotton,63,5535
Barley,54,6946
Potato,50,5687
Apple,64,6363
Grapes,69,6485
Strawberry,67,5203
Corn,50,6398
Banana,65,5622
Pineapple,70,6707
Orange,70,6660
Barley,54,5452
Soybean,57,6055
Rice,58,6788
Wheat,58,6339
Mango,50,6438
Cotton,58,5554
Potato,55,5973
Apple,56,5652
Strawberry,59,6924
Banana,70,6125
Soybean,60,6385
Mango,59,5372
Corn,67,5123
Potato,68,5774
Strawberry,59,6843
Barley,58,6717
Orange,69,5662
Wheat,59,6242
Cotton,63,5635
Pineapple,56,5110
Mango,58,5659
Banana,66,6682
Rice,61,6566
Grapes,56,5786
Strawberry,56,6584
Apple,52,6501
Orange,65,6822
Potato,58,5661
Corn,67,6089
Soybean,64,5511
Wheat,68,5220
Pineapple,57,5645
Cotton,57,6599
Barley,68,6728
Mango,61,5991
Banana,59,6682
Strawberry,53,6291
Grapes,52,5783
Apple,68,5002
Orange,64,5165
Potato,70,5048
Corn,62,6467
Rice,60,6415
Wheat,55,5705
Soybean,70,5336
Pineapple,59,5053
Banana,61,6102
Barley,60,6755
Strawberry,53,5495
Orange,57,5233
Mango,60,5652
Cotton,60,6710
Potato,66,6896
Corn,65,5550
Grapes,68,6264
Apple,66,6457
Strawberry,50,6185
Rice,52,5866
Wheat,57,6156
Soybean,54,5976
Barley,57,6300
Orange,63,6803
Banana,67,6555
Corn,67,6419
Pineapple,60,5069
Strawberry,65,6032
Apple,58,6023
Grapes,62,6083
Potato,55,5871
Cotton,65,5098
Mango,59,6501
Soybean,64,5598
Rice,62,6194
Orange,57,5403
Banana,59,5843
Barley,56,6656
Pineapple,50,5633
Corn,62,5211
Strawberry,50,5180
Grapes,51,5097
Apple,70,5752
Wheat,70,5689
Soybean,56,5398
Potato,54,5606
Cotton,69,5478
Banana,67,6343
Strawberry,56,5908
Rice,50,5361
Apple,63,6972
Pineapple,59,5457
Orange,59,6583
Barley,57,5821
Potato,70,5845
Cotton,55,5428
Banana,50,5382
Wheat,64,5321
Pineapple,69,6671
Strawberry,68,5669
Rice,67,5501
Soybean,67,5068
Mango,64,5009
Orange,70,5025
Cotton,62,5390
Barley,59,5861
Potato,61,5931
Apple,69,6587
Grapes,66,6001
Strawberry,55,5048
Corn,51,5842
Banana,66,5630
Pineapple,67,6486
Orange,59,5226
Barley,61,5853
Soybean,57,6668
Rice,61,6852
Wheat,66,6441
Mango,52,5759
Cotton,50,5996
Potato,67,6793
Apple,50,5076
Strawberry,58,6135
Wheat,61,6249
Banana,67,6483
Apple,54,5665
Grapes,59,6880
Soybean,58,5312
Orange,60,6129
Corn,51,5187
Potato,54,6003
Strawberry,61,5133
Mango,60,5865
Cotton,61,6907
Barley,60,6985
Apple,64,6217
Pineapple,55,5018
Orange,56,5882
Rice,50,6986
Grapes,64,6760
Banana,51,5669
Strawberry,56,5574
Wheat,53,5357
Corn,50,5467
Barley,61,5633
Orange,66,6320
Strawberry,52,5207
Mango,68,6116
Cotton,61,5147
Potato,61,5768
Apple,69,6968
Grapes,58,6619
Soybean,56,5667
Rice,65,6309
Banana,50,6471
Barley,67,6710
Corn,63,5741
Pineapple,51,6419
Strawberry,64,6579
Wheat,66,5588
Orange,61,5064
Cotton,52,6580
Mango,62,5368
Potato,50,5983
Strawberry,63,5258
Potato,57,5500
Apple,51,5045
Cotton,60,6736
Banana,67,5157
Wheat,60,6697
Orange,54,5720
Mango,67,5388
Barley,53,5158
Soybean,67,5296
Rice,50,5889
Strawberry,52,5338
Potato,62,5460
Corn,55,6315
Grapes,68,6379
Apple,68,5690
Orange,68,6289
Banana,60,5159
Soybean,54,6660
Rice,61,6609
Pineapple,57,6399
Barley,59,5066
Strawberry,56,6264
Cotton,53,5765
Mango,66,5860
Orange,50,6932
Corn,60,5662
Potato,63,6564
Strawberry,60,5971
Banana,66,6936
Wheat,56,6923
Barley,67,5995
Grapes,69,6227
Soybean,68,6271
Rice,63,6558
Pineapple,52,6436
Apple,50,5480
Grapes,64,5661
Orange,51,6528
Corn,58,5133
Strawberry,62,5244
Banana,52,5995
Barley,65,6850
Apple,53,6206
Pineapple,64,5830
Soybean,55,5798
Rice,58,6908
Orange,70,5590
Wheat,70,6101
Grapes,70,6091
Potato,70,6397
Cotton,53,6432
Strawberry,63,6863
Barley,54,6806
Pineapple,62,6007
Apple,63,5146
Rice,58,5347
Grapes,59,5695
Orange,56,6329
Banana,59,5893
Soybean,63,6078
Pineapple,62,5966
Banana,61,5172
Strawberry,69,5166
Orange,57,6230
Mango,52,5433
Barley,61,5805
Cotton,66,6395
Potato,50,6055
Apple,69,6288
Grapes,54,6925
Strawberry,67,5830
Banana,59,5941
Soybean,50,5210
Rice,67,6807
Pineapple,64,5363
Wheat,50,5973
Corn,70,6612
Barley,61,6528
Orange,68,5516
Strawberry,56,6311
Mango,69,5405
Cotton,68,6973
Potato,68,6541
Apple,67,5686
Grapes,66,5665
Soybean,63,6415
Rice,54,6183
Banana,54,6174
Barley,53,5871
Corn,64,6116
Pineapple,61,6388
Strawberry,66,5004
Wheat,66,5474
Orange,57,6168
Cotton,57,6816
Mango,61,5802
Potato,68,6909
Apple,52,6084
Grapes,57,5653
Barley,56,5648
Strawberry,62,6463
Corn,51,5283
Soybean,50,5692
Pineapple,63,5791
Banana,64,5733
Rice,56,5071
Orange,54,6318
Wheat,59,6381
Grapes,53,6440
Barley,62,6291
Potato,50,5599
Cotton,59,5369
Banana,52,6241
Wheat,53,5664
Apple,59,5044
Grapes,69,6352
Soybean,63,5476
Rice,64,6442
Strawberry,51,6435
Corn,65,5597
Potato,60,5190
Orange,64,6988
Banana,55,6137
Barley,63,5431
Mango,68,5259
Apple,69,6617
Grapes,64,6850
Strawberry,52,5278
Wheat,69,5587
Cotton,60,6447
Soybean,67,5611
Rice,57,5737
Pineapple,55,5207
Orange,56,5217
Wheat,51,6487
Wheat,58,6458
Wheat,70,6451
Wheat,50,6481
Wheat,51,5891
Wheat,55,6874
Corn,50,5000
Corn,63,6401
Corn,67,6585
Corn,66,5960
Corn,68,6992
Corn,57,6180
Rice,67,5082
Rice,54,6837
Rice,65,6477
Rice,67,6721
Rice,57,5600
Rice,64,5667
Soybean,66,6466
Soybean,65,6883
Soybean,59,5688
Soybean,63,6895
Soybean,53,5709
Soybean,61,5122
Cotton,51,5891
Cotton,65,6732
Cotton,63,5604
Cotton,56,6141
Cotton,55,6074
Cotton,61,5282
Barley,68,5505
Barley,67,6110
Barley,66,5346
Barley,54,6805
Barley,61,5416
Barley,54,6964
Potato,55,6110
Potato,66,5736
Potato,62,5857
Potato,67,6430
Potato,51,5680
Potato,59,5756
Apple,58,6672
Apple,68,5282
Apple,61,5171
Apple,58,5975
Orange,60,5655
Orange,51,5858
Orange,52,5602
Orange,53,5683
Orange,58,5249
Orange,53,6428
Grapes,52,6223
Grapes,56,5063
Grapes,61,6789
Grapes,53,6168
Grapes,62,5394
Grapes,53,5800
Strawberry,68,6733
Strawberry,68,5797
Strawberry,63,6527
Strawberry,69,5158
Strawberry,52,6418
Strawberry,50,5775
Banana,62,6834
Banana,61,5395
Banana,58,5861
Banana,56,5113
Mango,56,6045
Mango,70,6850
Mango,65,6023
Mango,69,5788
Pineapple,68,6988
Pineapple,64,6703
Rice,70,6245
Apple,64,5141
Corn,54,5582
Potato,66,5494
Grapes,51,6907
Strawberry,56,5016
Potato,63,5793
Barley,63,5470
Orange,54,5133
Banana,66,5153
Rice,57,6765
Soybean,66,5544
Strawberry,63,5927
Cotton,65,6708
Strawberry,68,6431
Strawberry,64,5804
Mango,61,6704
Rice,55,5072
Corn,64,6297
Grapes,67,6476
Apple,60,5927
Potato,56,6024
Strawberry,54,5747
Grapes,60,5796
Grapes,56,5446
Potato,57,6316
Soybean,69,6391
Wheat,57,2993
Wheat,49,4731
Wheat,32,3055
Wheat,46,2220
Wheat,48,4368
Wheat,45,3642
Corn,41,2440
Corn,40,3846
Corn,43,3993
Corn,35,2603
Corn,49,3506
Corn,42,3475
Rice,32,4901
Rice,58,2069
Rice,35,2804
Rice,54,4374
Rice,35,4148
Rice,36,4483
Soybean,49,4432
Soybean,33,2709
Soybean,42,4480
Soybean,43,4889
Soybean,55,4119
Soybean,33,3645
Cotton,45,3892
Cotton,37,2547
Cotton,51,4458
Cotton,54,2434
Cotton,33,2048
Cotton,47,2247
Barley,54,2555
Barley,35,2180
Barley,59,3618
Barley,53,2794
Barley,32,3603
Barley,32,4250
Potato,53,4099
Potato,44,2120
Potato,41,2052
Potato,40,4322
Potato,44,3709
Potato,39,4958
Apple,39,2150
Apple,53,2293
Apple,41,3354
Apple,58,3619
Orange,38,3098
Orange,34,2017
Orange,60,3793
Orange,47,2630
Orange,58,2847
Orange,42,2543
Grapes,40,2792
Grapes,41,3973
Grapes,55,4831
Grapes,57,4104
Grapes,42,2136
Grapes,55,4734
Strawberry,43,4032
Strawberry,52,2417
Strawberry,39,3482
Strawberry,34,4840
Strawberry,55,2721
Strawberry,48,2023
Banana,43,2763
Banana,46,3277
Banana,46,3269
Banana,42,2279
Mango,40,3858
Mango,36,3822
Mango,45,3918
Mango,38,3625
Pineapple,37,2673
Pineapple,34,4460
Rice,52,4644
Apple,38,3237
Corn,43,4905
Potato,41,3867
Grapes,37,4541
Strawberry,55,2418
Potato,52,2056
Barley,43,4585
Orange,40,3491
Banana,30,4358
Rice,55,3885
Soybean,51,4180
Strawberry,41,4063
Cotton,54,2632
Strawberry,44,2811
Strawberry,33,4039
Mango,49,2518
Rice,38,2983
Corn,52,2545
Grapes,52,2539
Apple,48,2247
Potato,41,4256
Strawberry,49,4251
Grapes,51,3113
Grapes,46,3376
Potato,43,4453
Soybean,56,4317
Apple,37,4639
Grapes,41,2791
Soybean,60,4062
Barley,49,4515
Wheat,60,2210
Strawberry,50,2880
Orange,48,4410
Grapes,59,2938
Banana,42,4617
Orange,33,4795
Corn,53,3859
Pineapple,45,4558
Wheat,37,4575
Potato,38,3171
Rice,54,4275
Orange,43,2353
Potato,33,4211
Mango,57,4982
Corn,56,2670
Orange,54,3366
Wheat,48,2907
Wheat,45,2295
Cotton,45,3501
Apple,43,4495
Mango,41,4040
Barley,47,3538
Cotton,40,4410
Pineapple,30,3019
Wheat,41,3896
Banana,60,2462
Banana,34,4663
Rice,44,2148
Pineapple,44,3482
Cotton,50,3241
Apple,46,4264
Strawberry,38,2118
Corn,44,3062
Barley,38,3706
Cotton,54,4826
Grapes,57,4766
Corn,52,2695
Barley,31,4865
Mango,45,2671
Potato,42,4343
Orange,53,3884
Orange,58,2477
Pineapple,43,2847
Corn,31,4359
Rice,37,4684
Potato,30,4047
Potato,47,2820
Cotton,45,3512
Potato,33,4977
Soybean,57,3616
Pineapple,50,4182
Rice,46,4160
Grapes,30,3195
Strawberry,47,2351
Cotton,31,4027
Wheat,52,2504
Soybean,59,3483
Strawberry,34,3379
Banana,39,2290
Barley,48,2662
Rice,53,4646
Orange,54,4009
Strawberry,32,3586
Corn,38,3432
Cotton,48,2847
Pineapple,30,2964
Wheat,35,4468
Soybean,50,3161
Mango,39,3826
Potato,43,4540
Grapes,56,4118
Banana,31,3174
Strawberry,51,3964
Apple,38,2668
Orange,52,4997
Cotton,53,4757
Pineapple,37,2662
Mango,32,3189
Barley,50,3810
Soybean,31,3399
Rice,60,3992
Potato,57,2424
Orange,60,2496
Banana,35,2517
Strawberry,36,3046
Grapes,41,3195
Wheat,34,3242
Cotton,41,3414
Pineapple,31,3801
Mango,55,3399
Apple,32,4446
Corn,52,4278
Soybean,30,4304
Barley,59,2139
Orange,48,2011
Strawberry,55,3561
Banana,35,2722
Grapes,45,4876
Potato,37,3650
Cotton,53,2920
Rice,42,2368
Apple,48,4172
Wheat,52,4208
Mango,49,4606
Pineapple,37,2899
Corn,37,4062
Soybean,33,4097
Strawberry,60,3052
Grapes,41,4240
Orange,31,2991
Barley,32,3076
Potato,31,2268
Cotton,35,2843
Banana,38,4120
Wheat,39,2092
Pineapple,30,3596
Strawberry,59,4960
Rice,53,4331
Soybean,41,2076
Mango,33,3410
Orange,51,2137
Cotton,55,4146
Barley,51,4613
Potato,46,2156
Apple,41,3566
Grapes,34,4708
Strawberry,35,3955
Corn,54,2215
Banana,44,2374
Pineapple,45,4836
Orange,52,3518
Barley,43,4177
Soybean,50,4892
Rice,42,2890
Wheat,33,3637
Mango,46,2638
Cotton,41,3598
Potato,39,2536
Apple,58,2797
Strawberry,54,2329
Orange,33,4086
Grapes,45,3277
Soybean,44,3166
Banana,40,4649
Corn,41,4834
Rice,38,2399
Barley,35,3171
Pineapple,57,2631
Strawberry,38,3302
Mango,43,4040
Barley,48,2642
Pineapple,39,3003
Strawberry,35,4300
Rice,57,3824
Banana,34,2574
Apple,38,4386
Grapes,30,4841
Orange,46,3551
Cotton,40,4145
Mango,49,4203
Soybean,33,2697
Corn,49,3220
Potato,32,4790
Barley,46,3803
Orange,45,3458
Wheat,51,3596
Strawberry,32,3015
Apple,35,2606
Pineapple,44,3309
Mango,35,2531
Cotton,40,3410
Banana,43,4728
Barley,55,3747
Grapes,49,3172
Strawberry,46,2277
Rice,40,3328
Corn,35,2089
Potato,58,3199
Orange,36,4322
Banana,59,2385
Soybean,58,3089
Apple,48,4139
Pineapple,42,3681
Strawberry,43,3784
Cotton,32,2040
Mango,50,4331
Barley,42,2546
Orange,57,3504
Potato,34,3033
Rice,32,4744
Apple,47,4935
Grapes,48,4166
Corn,36,3174
Soybean,45,2602
Pineapple,50,4794
Banana,59,4065
Strawberry,55,4089
Orange,43,4471
Mango,41,3221
Barley,48,3330
Cotton,31,3888
Potato,46,3058
Apple,46,2933
Grapes,60,3133
Strawberry,31,4549
Banana,55,4614
Soybean,34,4712
Rice,59,3153
Pineapple,47,4367
Wheat,45,3728
Corn,56,3938
Barley,34,3446
Orange,31,4727
Strawberry,45,3582
Mango,38,4581
Cotton,39,2454
Potato,42,3120
Apple,55,3283
Grapes,48,3501
Soybean,37,4990
Rice,32,4426
Banana,33,4012
Barley,58,3457
Corn,51,3080
Pineapple,38,4520
Strawberry,58,4192
Wheat,57,2845
Orange,49,4356
Cotton,49,3652
Mango,48,4981
Potato,46,3128
Apple,59,4236
Grapes,37,3748
Barley,36,2043
Strawberry,39,2639
Corn,49,4244
Soybean,55,3223
Pineapple,48,4675
Banana,38,2520
Rice,30,2000
Orange,51,2283
Wheat,30,4697
Grapes,38,4184
Barley,35,3533
Potato,30,2440
Cotton,41,2635
Banana,53,2412
Wheat,35,4319
Apple,42,2200
Grapes,35,3193
Soybean,46,3557
Rice,45,2509
Strawberry,42,2858
Corn,56,4425
Potato,36,3010
Orange,57,4655
Banana,44,3000
Barley,40,3147
Mango,39,3207
Apple,58,4575
Grapes,37,2292
Strawberry,40,3217
Wheat,59,4439
Cotton,49,4084
Soybean,32,2504
Rice,43,4413
Pineapple,53,3824
Orange,37,4162
Corn,32,4399
Potato,33,3738
Strawberry,59,4227
Banana,30,2583
Barley,49,2936
Apple,54,2697
Grapes,39,2824
Orange,40,4457
Wheat,57,3219
Corn,35,2618
Soybean,40,4609
